cycle,o,tick_production_Uo
122,modular house,290.0
122,modular house extension,0.0
122,wooden house,79.0
122,plastic factory,17.0
122,company,106.0
122,leisure,0.0
122,school,68.0
123,modular house,283.0
123,modular house extension,0.0
123,wooden house,118.0
123,plastic factory,17.0
123,company,106.0
123,leisure,0.0
123,school,63.0
124,modular house,288.0
124,modular house extension,0.0
124,wooden house,181.0
124,plastic factory,17.0
124,company,112.0
124,leisure,0.0
124,school,60.0
125,modular house,279.0
125,modular house extension,0.0
125,wooden house,243.0
125,plastic factory,17.0
125,company,102.0
125,leisure,0.0
125,school,56.0
126,modular house,299.0
126,modular house extension,0.0
126,wooden house,311.0
126,plastic factory,18.0
126,company,109.0
126,leisure,0.0
126,school,49.0
127,modular house,297.0
127,modular house extension,0.0
127,wooden house,375.0
127,plastic factory,17.0
127,company,103.0
127,leisure,0.0
127,school,53.0
128,modular house,291.0
128,modular house extension,0.0
128,wooden house,466.0
128,plastic factory,17.0
128,company,110.0
128,leisure,0.0
128,school,49.0
129,modular house,296.0
129,modular house extension,0.0
129,wooden house,546.0
129,plastic factory,16.0
129,company,104.0
129,leisure,0.0
129,school,44.0
130,modular house,300.0
130,modular house extension,0.0
130,wooden house,613.0
130,plastic factory,16.0
130,company,102.0
130,leisure,0.0
130,school,41.0
131,modular house,275.0
131,modular house extension,0.0
131,wooden house,665.0
131,plastic factory,16.0
131,company,102.0
131,leisure,0.0
131,school,36.0
132,modular house,272.0
132,modular house extension,0.0
132,wooden house,713.0
132,plastic factory,16.0
132,company,104.0
132,leisure,0.0
132,school,32.0
133,modular house,280.0
133,modular house extension,0.0
133,wooden house,724.0
133,plastic factory,15.0
133,company,110.0
133,leisure,0.0
133,school,33.0
134,modular house,295.0
134,modular house extension,3.0
134,wooden house,715.0
134,plastic factory,15.0
134,company,107.0
134,leisure,0.0
134,school,35.0
135,modular house,294.0
135,modular house extension,3.0
135,wooden house,668.0
135,plastic factory,16.0
135,company,113.0
135,leisure,0.0
135,school,40.0
136,modular house,288.0
136,modular house extension,0.0
136,wooden house,619.0
136,plastic factory,16.0
136,company,107.0
136,leisure,0.0
136,school,41.0
137,modular house,313.0
137,modular house extension,0.0
137,wooden house,563.0
137,plastic factory,15.0
137,company,108.0
137,leisure,0.0
137,school,41.0
138,modular house,290.0
138,modular house extension,0.0
138,wooden house,501.0
138,plastic factory,15.0
138,company,98.0
138,leisure,0.0
138,school,47.0
139,modular house,276.0
139,modular house extension,0.0
139,wooden house,409.0
139,plastic factory,15.0
139,company,99.0
139,leisure,0.0
139,school,53.0
140,modular house,274.0
140,modular house extension,0.0
140,wooden house,325.0
140,plastic factory,14.0
140,company,106.0
140,leisure,0.0
140,school,56.0
141,modular house,304.0
141,modular house extension,0.0
141,wooden house,257.0
141,plastic factory,14.0
141,company,111.0
141,leisure,0.0
141,school,55.0
142,modular house,306.0
142,modular house extension,0.0
142,wooden house,193.0
142,plastic factory,14.0
142,company,112.0
142,leisure,0.0
142,school,58.0
143,modular house,280.0
143,modular house extension,0.0
143,wooden house,132.0
143,plastic factory,15.0
143,company,103.0
143,leisure,0.0
143,school,64.0
144,modular house,259.0
144,modular house extension,0.0
144,wooden house,86.0
144,plastic factory,14.0
144,company,96.0
144,leisure,0.0
144,school,71.0
145,modular house,315.0
145,modular house extension,0.0
145,wooden house,63.0
145,plastic factory,14.0
145,company,94.0
145,leisure,0.0
145,school,75.0
146,modular house,303.0
146,modular house extension,4.0
146,wooden house,49.0
146,plastic factory,16.0
146,company,102.0
146,leisure,0.0
146,school,70.0
147,modular house,305.0
147,modular house extension,3.0
147,wooden house,43.0
147,plastic factory,23.0
147,company,115.0
147,leisure,0.0
147,school,72.0
148,modular house,274.0
148,modular house extension,0.0
148,wooden house,51.0
148,plastic factory,41.0
148,company,124.0
148,leisure,0.0
148,school,71.0
149,modular house,276.0
149,modular house extension,0.0
149,wooden house,75.0
149,plastic factory,62.0
149,company,115.0
149,leisure,0.0
149,school,71.0
150,modular house,275.0
150,modular house extension,0.0
150,wooden house,92.0
150,plastic factory,103.0
150,company,112.0
150,leisure,0.0
150,school,75.0
151,modular house,307.0
151,modular house extension,3.0
151,wooden house,133.0
151,plastic factory,138.0
151,company,110.0
151,leisure,0.0
151,school,69.0
152,modular house,304.0
152,modular house extension,4.0
152,wooden house,178.0
152,plastic factory,167.0
152,company,103.0
152,leisure,0.0
152,school,69.0
153,modular house,288.0
153,modular house extension,0.0
153,wooden house,222.0
153,plastic factory,203.0
153,company,97.0
153,leisure,0.0
153,school,70.0
154,modular house,282.0
154,modular house extension,0.0
154,wooden house,280.0
154,plastic factory,250.0
154,company,85.0
154,leisure,0.0
154,school,70.0
155,modular house,256.0
155,modular house extension,0.0
155,wooden house,338.0
155,plastic factory,290.0
155,company,108.0
155,leisure,0.0
155,school,66.0
156,modular house,312.0
156,modular house extension,0.0
156,wooden house,416.0
156,plastic factory,342.0
156,company,102.0
156,leisure,0.0
156,school,57.0
157,modular house,322.0
157,modular house extension,0.0
157,wooden house,484.0
157,plastic factory,367.0
157,company,112.0
157,leisure,0.0
157,school,52.0
158,modular house,287.0
158,modular house extension,0.0
158,wooden house,531.0
158,plastic factory,374.0
158,company,98.0
158,leisure,0.0
158,school,55.0
159,modular house,300.0
159,modular house extension,0.0
159,wooden house,584.0
159,plastic factory,377.0
159,company,116.0
159,leisure,0.0
159,school,51.0
160,modular house,262.0
160,modular house extension,0.0
160,wooden house,614.0
160,plastic factory,390.0
160,company,106.0
160,leisure,0.0
160,school,53.0
161,modular house,276.0
161,modular house extension,0.0
161,wooden house,640.0
161,plastic factory,389.0
161,company,119.0
161,leisure,0.0
161,school,50.0
162,modular house,304.0
162,modular house extension,0.0
162,wooden house,641.0
162,plastic factory,391.0
162,company,108.0
162,leisure,0.0
162,school,46.0
163,modular house,284.0
163,modular house extension,0.0
163,wooden house,624.0
163,plastic factory,394.0
163,company,111.0
163,leisure,0.0
163,school,47.0
164,modular house,278.0
164,modular house extension,0.0
164,wooden house,600.0
164,plastic factory,394.0
164,company,88.0
164,leisure,0.0
164,school,44.0
165,modular house,277.0
165,modular house extension,0.0
165,wooden house,556.0
165,plastic factory,394.0
165,company,89.0
165,leisure,0.0
165,school,43.0
166,modular house,306.0
166,modular house extension,0.0
166,wooden house,510.0
166,plastic factory,394.0
166,company,101.0
166,leisure,0.0
166,school,42.0
167,modular house,279.0
167,modular house extension,0.0
167,wooden house,441.0
167,plastic factory,394.0
167,company,105.0
167,leisure,0.0
167,school,43.0
168,modular house,296.0
168,modular house extension,3.0
168,wooden house,363.0
168,plastic factory,395.0
168,company,105.0
168,leisure,0.0
168,school,44.0
169,modular house,271.0
169,modular house extension,0.0
169,wooden house,303.0
169,plastic factory,397.0
169,company,96.0
169,leisure,0.0
169,school,45.0
170,modular house,306.0
170,modular house extension,3.0
170,wooden house,239.0
170,plastic factory,397.0
170,company,101.0
170,leisure,0.0
170,school,44.0
171,modular house,280.0
171,modular house extension,0.0
171,wooden house,192.0
171,plastic factory,399.0
171,company,107.0
171,leisure,0.0
171,school,51.0
172,modular house,299.0
172,modular house extension,1.0
172,wooden house,145.0
172,plastic factory,399.0
172,company,103.0
172,leisure,0.0
172,school,55.0
173,modular house,311.0
173,modular house extension,0.0
173,wooden house,111.0
173,plastic factory,399.0
173,company,110.0
173,leisure,0.0
173,school,59.0
174,modular house,302.0
174,modular house extension,0.0
174,wooden house,83.0
174,plastic factory,398.0
174,company,108.0
174,leisure,0.0
174,school,62.0
175,modular house,282.0
175,modular house extension,0.0
175,wooden house,65.0
175,plastic factory,398.0
175,company,111.0
175,leisure,0.0
175,school,61.0
176,modular house,303.0
176,modular house extension,0.0
176,wooden house,57.0
176,plastic factory,396.0
176,company,105.0
176,leisure,0.0
176,school,67.0
177,modular house,301.0
177,modular house extension,0.0
177,wooden house,68.0
177,plastic factory,395.0
177,company,111.0
177,leisure,0.0
177,school,68.0
178,modular house,256.0
178,modular house extension,0.0
178,wooden house,93.0
178,plastic factory,396.0
178,company,107.0
178,leisure,0.0
178,school,69.0
179,modular house,315.0
179,modular house extension,0.0
179,wooden house,125.0
179,plastic factory,397.0
179,company,113.0
179,leisure,0.0
179,school,71.0
180,modular house,273.0
180,modular house extension,3.0
180,wooden house,160.0
180,plastic factory,397.0
180,company,101.0
180,leisure,0.0
180,school,71.0
181,modular house,289.0
181,modular house extension,0.0
181,wooden house,201.0
181,plastic factory,397.0
181,company,113.0
181,leisure,0.0
181,school,69.0
182,modular house,298.0
182,modular house extension,0.0
182,wooden house,255.0
182,plastic factory,398.0
182,company,113.0
182,leisure,0.0
182,school,69.0
183,modular house,284.0
183,modular house extension,0.0
183,wooden house,305.0
183,plastic factory,397.0
183,company,114.0
183,leisure,0.0
183,school,65.0
184,modular house,288.0
184,modular house extension,0.0
184,wooden house,359.0
184,plastic factory,396.0
184,company,96.0
184,leisure,0.0
184,school,63.0
185,modular house,271.0
185,modular house extension,0.0
185,wooden house,417.0
185,plastic factory,399.0
185,company,91.0
185,leisure,0.0
185,school,57.0
186,modular house,287.0
186,modular house extension,4.0
186,wooden house,462.0
186,plastic factory,398.0
186,company,89.0
186,leisure,0.0
186,school,57.0
187,modular house,270.0
187,modular house extension,0.0
187,wooden house,530.0
187,plastic factory,399.0
187,company,105.0
187,leisure,0.0
187,school,60.0
188,modular house,273.0
188,modular house extension,3.0
188,wooden house,564.0
188,plastic factory,398.0
188,company,106.0
188,leisure,0.0
188,school,57.0
189,modular house,304.0
189,modular house extension,0.0
189,wooden house,597.0
189,plastic factory,398.0
189,company,103.0
189,leisure,0.0
189,school,56.0
190,modular house,291.0
190,modular house extension,0.0
190,wooden house,603.0
190,plastic factory,399.0
190,company,103.0
190,leisure,0.0
190,school,57.0
191,modular house,319.0
191,modular house extension,0.0
191,wooden house,605.0
191,plastic factory,399.0
191,company,101.0
191,leisure,0.0
191,school,52.0
192,modular house,291.0
192,modular house extension,0.0
192,wooden house,592.0
192,plastic factory,402.0
192,company,102.0
192,leisure,0.0
192,school,52.0
193,modular house,320.0
193,modular house extension,0.0
193,wooden house,560.0
193,plastic factory,403.0
193,company,98.0
193,leisure,0.0
193,school,49.0
194,modular house,278.0
194,modular house extension,0.0
194,wooden house,519.0
194,plastic factory,401.0
194,company,104.0
194,leisure,0.0
194,school,48.0
195,modular house,265.0
195,modular house extension,0.0
195,wooden house,461.0
195,plastic factory,394.0
195,company,109.0
195,leisure,0.0
195,school,46.0
196,modular house,293.0
196,modular house extension,0.0
196,wooden house,400.0
196,plastic factory,373.0
196,company,111.0
196,leisure,0.0
196,school,44.0
197,modular house,312.0
197,modular house extension,0.0
197,wooden house,351.0
197,plastic factory,351.0
197,company,109.0
197,leisure,0.0
197,school,43.0
198,modular house,311.0
198,modular house extension,0.0
198,wooden house,291.0
198,plastic factory,310.0
198,company,101.0
198,leisure,0.0
198,school,43.0
199,modular house,266.0
199,modular house extension,0.0
199,wooden house,246.0
199,plastic factory,273.0
199,company,104.0
199,leisure,0.0
199,school,39.0
200,modular house,285.0
200,modular house extension,0.0
200,wooden house,191.0
200,plastic factory,241.0
200,company,89.0
200,leisure,0.0
200,school,42.0
201,modular house,262.0
201,modular house extension,0.0
201,wooden house,149.0
201,plastic factory,217.0
201,company,102.0
201,leisure,0.0
201,school,39.0
202,modular house,298.0
202,modular house extension,0.0
202,wooden house,112.0
202,plastic factory,174.0
202,company,105.0
202,leisure,0.0
202,school,39.0
203,modular house,302.0
203,modular house extension,0.0
203,wooden house,82.0
203,plastic factory,140.0
203,company,112.0
203,leisure,0.0
203,school,47.0
204,modular house,274.0
204,modular house extension,0.0
204,wooden house,71.0
204,plastic factory,92.0
204,company,114.0
204,leisure,0.0
204,school,48.0
205,modular house,280.0
205,modular house extension,0.0
205,wooden house,80.0
205,plastic factory,68.0
205,company,103.0
205,leisure,0.0
205,school,51.0
206,modular house,268.0
206,modular house extension,0.0
206,wooden house,94.0
206,plastic factory,61.0
206,company,108.0
206,leisure,0.0
206,school,58.0
207,modular house,306.0
207,modular house extension,0.0
207,wooden house,120.0
207,plastic factory,56.0
207,company,108.0
207,leisure,0.0
207,school,63.0
208,modular house,305.0
208,modular house extension,0.0
208,wooden house,149.0
208,plastic factory,46.0
208,company,112.0
208,leisure,0.0
208,school,67.0
209,modular house,298.0
209,modular house extension,0.0
209,wooden house,173.0
209,plastic factory,45.0
209,company,104.0
209,leisure,0.0
209,school,71.0
210,modular house,297.0
210,modular house extension,0.0
210,wooden house,217.0
210,plastic factory,41.0
210,company,107.0
210,leisure,0.0
210,school,70.0
211,modular house,287.0
211,modular house extension,0.0
211,wooden house,279.0
211,plastic factory,38.0
211,company,106.0
211,leisure,0.0
211,school,74.0
212,modular house,289.0
212,modular house extension,0.0
212,wooden house,326.0
212,plastic factory,39.0
212,company,113.0
212,leisure,0.0
212,school,73.0
213,modular house,273.0
213,modular house extension,0.0
213,wooden house,395.0
213,plastic factory,39.0
213,company,101.0
213,leisure,0.0
213,school,74.0
214,modular house,316.0
214,modular house extension,4.0
214,wooden house,442.0
214,plastic factory,38.0
214,company,98.0
214,leisure,0.0
214,school,71.0
215,modular house,269.0
215,modular house extension,3.0
215,wooden house,484.0
215,plastic factory,38.0
215,company,89.0
215,leisure,0.0
215,school,63.0
216,modular house,280.0
216,modular house extension,6.0
216,wooden house,519.0
216,plastic factory,37.0
216,company,93.0
216,leisure,0.0
216,school,65.0
217,modular house,292.0
217,modular house extension,0.0
217,wooden house,552.0
217,plastic factory,36.0
217,company,102.0
217,leisure,0.0
217,school,63.0
218,modular house,290.0
218,modular house extension,0.0
218,wooden house,575.0
218,plastic factory,37.0
218,company,109.0
218,leisure,0.0
218,school,62.0
219,modular house,305.0
219,modular house extension,0.0
219,wooden house,576.0
219,plastic factory,35.0
219,company,102.0
219,leisure,0.0
219,school,59.0
220,modular house,275.0
220,modular house extension,0.0
220,wooden house,590.0
220,plastic factory,34.0
220,company,97.0
220,leisure,0.0
220,school,54.0
221,modular house,296.0
221,modular house extension,0.0
221,wooden house,565.0
221,plastic factory,34.0
221,company,102.0
221,leisure,0.0
221,school,53.0
222,modular house,275.0
222,modular house extension,3.0
222,wooden house,528.0
222,plastic factory,33.0
222,company,114.0
222,leisure,0.0
222,school,53.0
223,modular house,313.0
223,modular house extension,0.0
223,wooden house,486.0
223,plastic factory,33.0
223,company,118.0
223,leisure,0.0
223,school,49.0
224,modular house,317.0
224,modular house extension,0.0
224,wooden house,433.0
224,plastic factory,34.0
224,company,106.0
224,leisure,0.0
224,school,48.0
225,modular house,246.0
225,modular house extension,0.0
225,wooden house,382.0
225,plastic factory,35.0
225,company,105.0
225,leisure,0.0
225,school,50.0
226,modular house,282.0
226,modular house extension,3.0
226,wooden house,335.0
226,plastic factory,35.0
226,company,101.0
226,leisure,0.0
226,school,45.0
