cycle,i,tick_resources_used_Ui
35,kg_cotton,0.0
35,m² land,0.0
35,kWh energy,334500.0
36,m3_wood,0.0
36,kg_cotton,0.0
36,m² land,0.0
36,kWh energy,355000.0
37,m3_wood,0.0
37,kg_cotton,0.0
37,m² land,0.0
37,kWh energy,374000.0
38,m3_wood,2064.9052228137953
38,kg_cotton,0.0
38,m² land,1091.2707622449116
38,kWh energy,388071.36281760206
39,m3_wood,2881.8104456275905
39,kg_cotton,0.0
39,m² land,1622.541524489824
39,kWh energy,381000.0
40,m3_wood,2234.9858664046624
40,kg_cotton,0.0
40,m² land,1025.0531486915306
40,kWh energy,365642.7256352041
41,m3_wood,4129.8104456275905
41,kg_cotton,0.0
41,m² land,2182.541524489824
41,kWh energy,336500.0
42,m3_wood,4946.715668441386
42,kg_cotton,0.0
42,m² land,2713.8122867347356
42,kWh energy,326500.0
43,m3_wood,9870.606757659843
43,kg_cotton,0.0
43,m² land,5110.136197671178
43,kWh energy,267642.7256352041
44,m3_wood,4237.584139924142
44,kg_cotton,0.0
44,m² land,2189.723833928596
44,kWh energy,224000.0
45,m3_wood,2280.4526114068976
45,kg_cotton,0.0
45,m² land,1105.635381122456
45,kWh energy,194571.36281760206
46,m3_wood,516.2263057034488
46,kg_cotton,0.0
46,m² land,272.8176905612281
46,kWh energy,167000.0
47,m3_wood,1440.9052228137953
47,kg_cotton,0.0
47,m² land,811.2707622449118
47,kWh energy,151000.0
48,m3_wood,2172.6789171103464
48,kg_cotton,0.0
48,m² land,1098.4530716836834
48,kWh energy,126071.36281760204
49,m3_wood,0.0
49,kg_cotton,0.0
49,m² land,0.0
49,kWh energy,106500.0
50,m3_wood,0.0
50,kg_cotton,0.0
50,m² land,0.0
50,kWh energy,98000.0
51,m3_wood,0.0
51,kg_cotton,0.0
51,m² land,0.0
51,kWh energy,98500.0
52,m3_wood,516.2263057034488
52,kg_cotton,0.0
52,m² land,272.8176905612279
52,kWh energy,86500.0
53,m3_wood,0.0
53,kg_cotton,0.0
53,m² land,0.0
53,kWh energy,91000.0
54,m3_wood,0.0
54,kg_cotton,0.0
54,m² land,0.0
54,kWh energy,103500.0
55,m3_wood,0.0
55,kg_cotton,0.0
55,m² land,0.0
55,kWh energy,104000.0
56,m3_wood,0.0
56,kg_cotton,0.0
56,m² land,0.0
56,kWh energy,102500.0
57,m3_wood,0.0
57,kg_cotton,0.0
57,m² land,0.0
57,kWh energy,130500.0
58,m3_wood,0.0
58,kg_cotton,0.0
58,m² land,0.0
58,kWh energy,149000.0
59,m3_wood,0.0
59,kg_cotton,0.0
59,m² land,0.0
59,kWh energy,177000.0
60,m3_wood,0.0
60,kg_cotton,0.0
60,m² land,0.0
60,kWh energy,206000.0
61,m3_wood,0.0
61,kg_cotton,0.0
61,m² land,0.0
61,kWh energy,239000.0
62,m3_wood,0.0
62,kg_cotton,0.0
62,m² land,0.0
62,kWh energy,267000.0
63,m3_wood,0.0
63,kg_cotton,0.0
63,m² land,0.0
63,kWh energy,302500.0
64,m3_wood,0.0
64,kg_cotton,0.0
64,m² land,0.0
64,kWh energy,316500.0
65,m3_wood,0.0
65,kg_cotton,0.0
65,m² land,0.0
65,kWh energy,332000.0
66,m3_wood,0.0
66,kg_cotton,0.0
66,m² land,0.0
66,kWh energy,351000.0
67,m3_wood,0.0
67,kg_cotton,0.0
67,m² land,0.0
67,kWh energy,349000.0
68,m3_wood,0.0
68,kg_cotton,0.0
68,m² land,0.0
68,kWh energy,346500.0
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
1,m3_wood,nil
1,kg_cotton,nil
1,m² land,nil
1,kWh energy,nil
2,m3_wood,0.0
2,kg_cotton,0.0
2,m² land,0.0
2,kWh energy,452376.81985088595
3,m3_wood,40640.78812662921
3,kg_cotton,0.0
3,m² land,16378.979830957007
3,kWh energy,427564.299079811
4,m3_wood,68056.37524950097
4,kg_cotton,0.0
4,m² land,27880.478695993494
4,kWh energy,395115.8042331307
5,m3_wood,90907.31705546778
5,kg_cotton,0.0
5,m² land,37460.489937329105
5,kWh energy,387980.60876377433
6,m3_wood,104831.48132559714
6,kg_cotton,0.0
6,m² land,43472.76916632925
6,kWh energy,407783.30219460244
0,m3_wood,nil
0,kg_cotton,nil
0,m² land,nil
0,kWh energy,nil
1,m3_wood,nil
1,kg_cotton,nil
1,m² land,nil
1,kWh energy,nil
2,m3_wood,0.0
2,kg_cotton,0.0
2,m² land,0.0
2,kWh energy,456194.03534128476
3,m3_wood,40544.052675137515
3,kg_cotton,0.0
3,m² land,16369.252518457677
3,kWh energy,443637.53462558595
4,m3_wood,71658.92114662027
4,kg_cotton,0.0
4,m² land,29459.003623905006
4,kWh energy,389581.1902088542
5,m3_wood,86690.57994432418
5,kg_cotton,0.0
5,m² land,36219.48888866749
5,kWh energy,392717.9966808804
6,m3_wood,101069.92562104172
6,kg_cotton,0.0
6,m² land,41855.866130936774
6,kWh energy,392052.85752429714
7,m3_wood,122786.59321932636
7,kg_cotton,0.0
7,m² land,49645.19840962869
7,kWh energy,408718.92071836913
8,m3_wood,157734.11767374343
8,kg_cotton,0.0
8,m² land,64947.776363720855
8,kWh energy,419886.7391602605
9,m3_wood,181133.32056065256
9,kg_cotton,0.0
9,m² land,78016.81806303722
9,kWh energy,430051.8526835852
10,m3_wood,206222.9043841364
10,kg_cotton,0.0
10,m² land,91375.9496778561
10,kWh energy,451724.5340803982
11,m3_wood,204577.19138220232
11,kg_cotton,0.0
11,m² land,91475.399507945
11,kWh energy,456377.8770618411
12,m3_wood,216815.37795362718
12,kg_cotton,0.0
12,m² land,97073.68403398669
12,kWh energy,451452.2900982958
13,m3_wood,165031.6905523764
13,kg_cotton,0.0
13,m² land,74139.54986809328
13,kWh energy,345575.2477307028
14,m3_wood,127833.91952458714
14,kg_cotton,0.0
14,m² land,57676.099570181344
14,kWh energy,278719.7286137261
15,m3_wood,97488.51198047363
15,kg_cotton,0.0
15,m² land,44084.76005968349
15,kWh energy,242357.64878225818
16,m3_wood,69473.9278405495
16,kg_cotton,0.0
16,m² land,31731.68312598749
16,kWh energy,199430.7668476794
17,m3_wood,48950.03675133105
17,kg_cotton,0.0
17,m² land,22261.959292058895
17,kWh energy,151784.99099362252
18,m3_wood,29736.4526114069
18,kg_cotton,0.0
18,m² land,13425.635381122454
18,kWh energy,133784.9909936225
19,m3_wood,21000.452611406898
19,kg_cotton,0.0
19,m² land,9505.635381122456
19,kWh energy,119144.02060623761
20,m3_wood,15384.452611406898
20,kg_cotton,0.0
20,m² land,6985.635381122456
20,kWh energy,117713.62817602044
21,m3_wood,9360.0
21,kg_cotton,0.0
21,m² land,4200.0
21,kWh energy,97714.08845280613
22,m3_wood,5400.452611406898
22,kg_cotton,0.0
22,m² land,2505.635381122456
22,kWh energy,94428.17690561227
23,m3_wood,1872.0
23,kg_cotton,0.0
23,m² land,840.0
23,kWh energy,87714.08845280613
24,m3_wood,0.0
24,kg_cotton,0.0
24,m² land,0.0
24,kWh energy,75714.08845280614
25,m3_wood,0.0
25,kg_cotton,0.0
25,m² land,0.0
25,kWh energy,78142.72563520409
26,m3_wood,0.0
26,kg_cotton,0.0
26,m² land,0.0
26,kWh energy,84214.08845280613
27,m3_wood,0.0
27,kg_cotton,0.0
27,m² land,0.0
27,kWh energy,105856.81408801023
28,m3_wood,0.0
28,kg_cotton,0.0
28,m² land,0.0
28,kWh energy,112500.0
29,m3_wood,0.0
29,kg_cotton,0.0
29,m² land,0.0
29,kWh energy,134714.0884528061
30,m3_wood,0.0
30,kg_cotton,0.0
30,m² land,0.0
30,kWh energy,164571.36281760206
31,m3_wood,0.0
31,kg_cotton,0.0
31,m² land,0.0
31,kWh energy,184500.0
32,m3_wood,0.0
32,kg_cotton,0.0
32,m² land,0.0
32,kWh energy,241714.08845280617
33,m3_wood,0.0
33,kg_cotton,0.0
33,m² land,0.0
33,kWh energy,275071.36281760206
34,m3_wood,0.0
34,kg_cotton,0.0
34,m² land,0.0
34,kWh energy,305571.36281760206
35,m3_wood,924.6789171103464
35,kg_cotton,0.0
35,m² land,538.4530716836839
35,kWh energy,331571.36281760206
36,m3_wood,1610.9858664046624
36,kg_cotton,0.0
36,m² land,745.0531486915306
36,kWh energy,349214.0884528062
37,m3_wood,1548.6789171103464
37,kg_cotton,0.0
37,m² land,818.4530716836839
37,kWh energy,368500.0
38,m3_wood,3312.9052228137953
38,kg_cotton,0.0
38,m² land,1651.2707622449122
38,kWh energy,380500.0
39,m3_wood,3352.570006328804
39,kg_cotton,0.0
39,m² land,1741.3770596279735
39,kWh energy,382500.0
40,m3_wood,6818.715668441386
40,kg_cotton,0.0
40,m² land,3553.8122867347356
40,kWh energy,365500.0
41,m3_wood,3051.8910892184576
41,kg_cotton,0.0
41,m² land,1556.3239109364426
41,kWh energy,319500.0
42,m3_wood,6603.168279848283
42,kg_cotton,0.0
42,m² land,3539.4476678571923
42,kWh energy,310071.36281760206
43,m3_wood,7034.263057034488
43,kg_cotton,0.0
43,m² land,3568.176905612281
43,kWh energy,268000.0
44,m3_wood,1548.6789171103464
44,kg_cotton,0.0
44,m² land,818.4530716836839
44,kWh energy,228500.0
45,m3_wood,1440.9052228137953
45,kg_cotton,0.0
45,m² land,737.8708392527587
45,kWh energy,208500.0
46,m3_wood,1140.2263057034488
46,kg_cotton,0.0
46,m² land,552.8176905612281
46,kWh energy,167142.72563520411
47,m3_wood,1548.6789171103464
47,kg_cotton,0.0
47,m² land,818.4530716836839
47,kWh energy,150500.0
48,m3_wood,1032.4526114068976
48,kg_cotton,0.0
48,m² land,545.635381122456
48,kWh energy,134571.36281760206
49,m3_wood,924.6789171103464
49,kg_cotton,0.0
49,m² land,538.4530716836837
49,kWh energy,105000.0
50,m3_wood,1140.2263057034488
50,kg_cotton,0.0
50,m² land,552.8176905612281
50,kWh energy,95000.0
51,m3_wood,0.0
51,kg_cotton,0.0
51,m² land,0.0
51,kWh energy,92000.0
52,m3_wood,0.0
52,kg_cotton,0.0
52,m² land,0.0
52,kWh energy,80500.0
53,m3_wood,516.2263057034488
53,kg_cotton,0.0
53,m² land,272.8176905612279
53,kWh energy,96071.36281760204
54,m3_wood,0.0
54,kg_cotton,0.0
54,m² land,0.0
54,kWh energy,97000.0
55,m3_wood,0.0
55,kg_cotton,0.0
55,m² land,0.0
55,kWh energy,99500.0
56,m3_wood,0.0
56,kg_cotton,0.0
56,m² land,0.0
56,kWh energy,106000.0
57,m3_wood,0.0
57,kg_cotton,0.0
57,m² land,0.0
57,kWh energy,134000.0
58,m3_wood,0.0
58,kg_cotton,0.0
58,m² land,0.0
58,kWh energy,152000.0
59,m3_wood,0.0
59,kg_cotton,0.0
59,m² land,0.0
59,kWh energy,184000.0
60,m3_wood,0.0
60,kg_cotton,0.0
60,m² land,0.0
60,kWh energy,217000.0
61,m3_wood,0.0
61,kg_cotton,0.0
61,m² land,0.0
61,kWh energy,251071.36281760206
62,m3_wood,0.0
62,kg_cotton,0.0
62,m² land,0.0
62,kWh energy,271000.0
63,m3_wood,0.0
63,kg_cotton,0.0
63,m² land,0.0
63,kWh energy,293500.0
64,m3_wood,0.0
64,kg_cotton,0.0
64,m² land,0.0
64,kWh energy,310000.0
65,m3_wood,0.0
65,kg_cotton,0.0
65,m² land,0.0
65,kWh energy,333000.0
66,m3_wood,0.0
66,kg_cotton,0.0
66,m² land,0.0
66,kWh energy,349000.0
67,m3_wood,516.2263057034489
67,kg_cotton,0.0
67,m² land,272.81769056122783
67,kWh energy,352571.36281760206
68,m3_wood,0.0
68,kg_cotton,0.0
68,m² land,0.0
68,kWh energy,351500.0
69,m3_wood,0.0
69,kg_cotton,0.0
69,m² land,0.0
69,kWh energy,325500.0
70,m3_wood,0.0
70,kg_cotton,0.0
70,m² land,0.0
70,kWh energy,313500.0
71,m3_wood,516.2263057034488
71,kg_cotton,0.0
71,m² land,272.8176905612281
71,kWh energy,289000.0
72,m3_wood,0.0
72,kg_cotton,0.0
72,m² land,0.0
72,kWh energy,245071.36281760206
73,m3_wood,0.0
73,kg_cotton,0.0
73,m² land,0.0
73,kWh energy,232500.0
74,m3_wood,0.0
74,kg_cotton,0.0
74,m² land,0.0
74,kWh energy,205000.0
75,m3_wood,516.2263057034488
75,kg_cotton,0.0
75,m² land,272.81769056122766
75,kWh energy,172500.0
76,m3_wood,0.0
76,kg_cotton,0.0
76,m² land,0.0
76,kWh energy,148500.0
77,m3_wood,0.0
77,kg_cotton,0.0
77,m² land,0.0
77,kWh energy,131500.0
78,m3_wood,0.0
78,kg_cotton,0.0
78,m² land,0.0
78,kWh energy,121500.0
79,m3_wood,0.0
79,kg_cotton,0.0
79,m² land,0.0
79,kWh energy,109000.0
80,m3_wood,516.2263057034488
80,kg_cotton,0.0
80,m² land,272.8176905612279
80,kWh energy,103000.0
81,m3_wood,0.0
81,kg_cotton,0.0
81,m² land,0.0
81,kWh energy,107000.0
82,m3_wood,0.0
82,kg_cotton,0.0
82,m² land,0.0
82,kWh energy,110000.0
83,m3_wood,0.0
83,kg_cotton,0.0
83,m² land,0.0
83,kWh energy,116500.0
84,m3_wood,0.0
84,kg_cotton,0.0
84,m² land,0.0
84,kWh energy,113000.0
85,m3_wood,0.0
85,kg_cotton,0.0
85,m² land,0.0
85,kWh energy,121500.0
86,m3_wood,0.0
86,kg_cotton,0.0
86,m² land,0.0
86,kWh energy,141500.0
87,m3_wood,0.0
87,kg_cotton,0.0
87,m² land,0.0
87,kWh energy,172500.0
88,m3_wood,0.0
88,kg_cotton,0.0
88,m² land,0.0
88,kWh energy,195000.0
89,m3_wood,0.0
89,kg_cotton,0.0
89,m² land,0.0
89,kWh energy,202500.0
90,m3_wood,0.0
90,kg_cotton,0.0
90,m² land,0.0
90,kWh energy,251000.0
91,m3_wood,0.0
91,kg_cotton,0.0
91,m² land,0.0
91,kWh energy,267500.0
92,m3_wood,0.0
92,kg_cotton,0.0
92,m² land,0.0
92,kWh energy,287000.0
93,m3_wood,0.0
93,kg_cotton,0.0
93,m² land,0.0
93,kWh energy,314000.0
94,m3_wood,0.0
94,kg_cotton,0.0
94,m² land,0.0
94,kWh energy,334500.0
95,m3_wood,0.0
95,kg_cotton,0.0
95,m² land,0.0
95,kWh energy,355000.0
96,m3_wood,0.0
96,kg_cotton,0.0
96,m² land,0.0
96,kWh energy,342000.0
97,m3_wood,0.0
97,kg_cotton,0.0
97,m² land,0.0
97,kWh energy,330000.0
98,m3_wood,0.0
98,kg_cotton,0.0
98,m² land,0.0
98,kWh energy,312000.0
99,m3_wood,0.0
99,kg_cotton,0.0
99,m² land,0.0
99,kWh energy,296000.0
100,m3_wood,0.0
100,kg_cotton,0.0
100,m² land,0.0
100,kWh energy,284000.0
101,m3_wood,0.0
101,kg_cotton,0.0
101,m² land,0.0
101,kWh energy,242500.0
102,m3_wood,0.0
102,kg_cotton,0.0
102,m² land,0.0
102,kWh energy,218000.0
103,m3_wood,0.0
103,kg_cotton,0.0
103,m² land,0.0
103,kWh energy,209500.0
104,m3_wood,0.0
104,kg_cotton,0.0
104,m² land,0.0
104,kWh energy,166000.0
105,m3_wood,0.0
105,kg_cotton,0.0
105,m² land,0.0
105,kWh energy,140000.0
106,m3_wood,0.0
106,kg_cotton,0.0
106,m² land,0.0
106,kWh energy,131000.0
107,m3_wood,0.0
107,kg_cotton,0.0
107,m² land,0.0
107,kWh energy,115000.0
108,m3_wood,0.0
108,kg_cotton,0.0
108,m² land,0.0
108,kWh energy,134500.0
109,m3_wood,0.0
109,kg_cotton,0.0
109,m² land,0.0
109,kWh energy,111000.0
110,m3_wood,0.0
110,kg_cotton,0.0
110,m² land,0.0
110,kWh energy,118500.0
111,m3_wood,0.0
111,kg_cotton,0.0
111,m² land,0.0
111,kWh energy,124500.0
112,m3_wood,0.0
112,kg_cotton,0.0
112,m² land,0.0
112,kWh energy,119500.0
113,m3_wood,0.0
113,kg_cotton,0.0
113,m² land,0.0
113,kWh energy,134500.0
114,m3_wood,0.0
114,kg_cotton,0.0
114,m² land,0.0
114,kWh energy,146000.0
115,m3_wood,0.0
115,kg_cotton,0.0
115,m² land,0.0
115,kWh energy,174000.0
116,m3_wood,0.0
116,kg_cotton,0.0
116,m² land,0.0
116,kWh energy,184000.0
117,m3_wood,0.0
117,kg_cotton,0.0
117,m² land,0.0
117,kWh energy,207500.0
118,m3_wood,0.0
118,kg_cotton,0.0
118,m² land,0.0
118,kWh energy,213000.0
119,m3_wood,0.0
119,kg_cotton,0.0
119,m² land,0.0
119,kWh energy,234500.0
120,m3_wood,0.0
120,kg_cotton,0.0
120,m² land,0.0
120,kWh energy,267000.0
121,m3_wood,0.0
121,kg_cotton,0.0
121,m² land,0.0
121,kWh energy,277500.0
122,m3_wood,0.0
122,kg_cotton,0.0
122,m² land,0.0
122,kWh energy,305500.0
123,m3_wood,0.0
123,kg_cotton,0.0
123,m² land,0.0
123,kWh energy,293000.0
124,m3_wood,0.0
124,kg_cotton,0.0
124,m² land,0.0
124,kWh energy,305000.0
125,m3_wood,0.0
125,kg_cotton,0.0
125,m² land,0.0
125,kWh energy,308500.0
126,m3_wood,0.0
126,kg_cotton,0.0
126,m² land,0.0
126,kWh energy,309000.0
127,m3_wood,0.0
127,kg_cotton,0.0
127,m² land,0.0
127,kWh energy,293000.0
128,m3_wood,0.0
128,kg_cotton,0.0
128,m² land,0.0
128,kWh energy,279500.0
129,m3_wood,0.0
129,kg_cotton,0.0
129,m² land,0.0
129,kWh energy,271000.0
130,m3_wood,0.0
130,kg_cotton,0.0
130,m² land,0.0
130,kWh energy,231000.0
131,m3_wood,0.0
131,kg_cotton,0.0
131,m² land,0.0
131,kWh energy,219500.0
132,m3_wood,0.0
132,kg_cotton,0.0
132,m² land,0.0
132,kWh energy,190000.0
133,m3_wood,0.0
133,kg_cotton,0.0
133,m² land,0.0
133,kWh energy,180000.0
134,m3_wood,0.0
134,kg_cotton,0.0
134,m² land,0.0
134,kWh energy,174500.0
135,m3_wood,0.0
135,kg_cotton,0.0
135,m² land,0.0
135,kWh energy,154000.0
136,m3_wood,0.0
136,kg_cotton,0.0
136,m² land,0.0
136,kWh energy,136500.0
137,m3_wood,0.0
137,kg_cotton,0.0
137,m² land,0.0
137,kWh energy,130500.0
138,m3_wood,0.0
138,kg_cotton,0.0
138,m² land,0.0
138,kWh energy,138500.0
139,m3_wood,0.0
139,kg_cotton,0.0
139,m² land,0.0
139,kWh energy,136000.0
140,m3_wood,0.0
140,kg_cotton,0.0
140,m² land,0.0
140,kWh energy,138500.0
141,m3_wood,0.0
141,kg_cotton,0.0
141,m² land,0.0
141,kWh energy,129000.0
142,m3_wood,0.0
142,kg_cotton,0.0
142,m² land,0.0
142,kWh energy,139000.0
143,m3_wood,0.0
143,kg_cotton,0.0
143,m² land,0.0
143,kWh energy,155500.0
144,m3_wood,0.0
144,kg_cotton,0.0
144,m² land,0.0
144,kWh energy,169500.0
145,m3_wood,0.0
145,kg_cotton,0.0
145,m² land,0.0
145,kWh energy,179000.0
146,m3_wood,0.0
146,kg_cotton,0.0
146,m² land,0.0
146,kWh energy,208500.0
147,m3_wood,0.0
147,kg_cotton,0.0
147,m² land,0.0
147,kWh energy,233000.0
148,m3_wood,0.0
148,kg_cotton,0.0
148,m² land,0.0
148,kWh energy,236500.0
149,m3_wood,0.0
149,kg_cotton,0.0
149,m² land,0.0
149,kWh energy,256500.0
150,m3_wood,0.0
150,kg_cotton,0.0
150,m² land,0.0
150,kWh energy,261000.0
151,m3_wood,0.0
151,kg_cotton,0.0
151,m² land,0.0
151,kWh energy,283000.0
152,m3_wood,0.0
152,kg_cotton,0.0
152,m² land,0.0
152,kWh energy,310500.0
153,m3_wood,0.0
153,kg_cotton,0.0
153,m² land,0.0
153,kWh energy,308000.0
154,m3_wood,0.0
154,kg_cotton,0.0
154,m² land,0.0
154,kWh energy,296500.0
155,m3_wood,0.0
155,kg_cotton,0.0
155,m² land,0.0
155,kWh energy,286000.0
156,m3_wood,0.0
156,kg_cotton,0.0
156,m² land,0.0
156,kWh energy,277000.0
157,m3_wood,0.0
157,kg_cotton,0.0
157,m² land,0.0
157,kWh energy,255500.0
158,m3_wood,0.0
158,kg_cotton,0.0
158,m² land,0.0
158,kWh energy,251000.0
159,m3_wood,0.0
159,kg_cotton,0.0
159,m² land,0.0
159,kWh energy,226500.0
160,m3_wood,0.0
160,kg_cotton,0.0
160,m² land,0.0
160,kWh energy,221500.0
161,m3_wood,0.0
161,kg_cotton,0.0
161,m² land,0.0
161,kWh energy,197500.0
162,m3_wood,0.0
162,kg_cotton,0.0
162,m² land,0.0
162,kWh energy,175000.0
163,m3_wood,0.0
163,kg_cotton,0.0
163,m² land,0.0
163,kWh energy,174500.0
164,m3_wood,0.0
164,kg_cotton,0.0
164,m² land,0.0
164,kWh energy,161000.0
165,m3_wood,0.0
165,kg_cotton,0.0
165,m² land,0.0
165,kWh energy,159000.0
166,m3_wood,0.0
166,kg_cotton,0.0
166,m² land,0.0
166,kWh energy,139500.0
167,m3_wood,0.0
167,kg_cotton,0.0
167,m² land,0.0
167,kWh energy,140500.0
168,m3_wood,0.0
168,kg_cotton,0.0
168,m² land,0.0
168,kWh energy,138000.0
169,m3_wood,0.0
169,kg_cotton,0.0
169,m² land,0.0
169,kWh energy,154000.0
170,m3_wood,0.0
170,kg_cotton,0.0
170,m² land,0.0
170,kWh energy,148000.0
171,m3_wood,0.0
171,kg_cotton,0.0
171,m² land,0.0
171,kWh energy,166500.0
172,m3_wood,0.0
172,kg_cotton,0.0
172,m² land,0.0
172,kWh energy,172500.0
173,m3_wood,0.0
173,kg_cotton,0.0
173,m² land,0.0
173,kWh energy,184500.0
174,m3_wood,0.0
174,kg_cotton,0.0
174,m² land,0.0
174,kWh energy,185000.0
175,m3_wood,0.0
175,kg_cotton,0.0
175,m² land,0.0
175,kWh energy,197000.0
176,m3_wood,0.0
176,kg_cotton,0.0
176,m² land,0.0
176,kWh energy,222000.0
177,m3_wood,0.0
177,kg_cotton,0.0
177,m² land,0.0
177,kWh energy,236000.0
178,m3_wood,0.0
178,kg_cotton,0.0
178,m² land,0.0
178,kWh energy,266500.0
179,m3_wood,0.0
179,kg_cotton,0.0
179,m² land,0.0
179,kWh energy,259000.0
180,m3_wood,0.0
180,kg_cotton,0.0
180,m² land,0.0
180,kWh energy,270500.0
181,m3_wood,0.0
181,kg_cotton,0.0
181,m² land,0.0
181,kWh energy,277000.0
182,m3_wood,0.0
182,kg_cotton,0.0
182,m² land,0.0
182,kWh energy,271500.0
183,m3_wood,0.0
183,kg_cotton,0.0
183,m² land,0.0
183,kWh energy,270000.0
184,m3_wood,0.0
184,kg_cotton,0.0
184,m² land,0.0
184,kWh energy,278000.0
185,m3_wood,0.0
185,kg_cotton,0.0
185,m² land,0.0
185,kWh energy,259500.0
186,m3_wood,0.0
186,kg_cotton,0.0
186,m² land,0.0
186,kWh energy,252500.0
187,m3_wood,0.0
187,kg_cotton,0.0
187,m² land,0.0
187,kWh energy,241000.0
188,m3_wood,0.0
188,kg_cotton,0.0
188,m² land,0.0
188,kWh energy,225000.0
189,m3_wood,0.0
189,kg_cotton,0.0
189,m² land,0.0
189,kWh energy,202000.0
190,m3_wood,0.0
190,kg_cotton,0.0
190,m² land,0.0
190,kWh energy,200000.0
191,m3_wood,0.0
191,kg_cotton,0.0
191,m² land,0.0
191,kWh energy,187000.0
192,m3_wood,0.0
192,kg_cotton,0.0
192,m² land,0.0
192,kWh energy,182000.0
193,m3_wood,0.0
193,kg_cotton,0.0
193,m² land,0.0
193,kWh energy,166500.0
194,m3_wood,0.0
194,kg_cotton,0.0
194,m² land,0.0
194,kWh energy,161000.0
195,m3_wood,0.0
195,kg_cotton,0.0
195,m² land,0.0
195,kWh energy,166500.0
196,m3_wood,0.0
196,kg_cotton,0.0
196,m² land,0.0
196,kWh energy,166000.0
197,m3_wood,0.0
197,kg_cotton,0.0
197,m² land,0.0
197,kWh energy,164000.0
198,m3_wood,0.0
198,kg_cotton,0.0
198,m² land,0.0
198,kWh energy,164500.0
199,m3_wood,0.0
199,kg_cotton,0.0
199,m² land,0.0
199,kWh energy,168000.0
200,m3_wood,0.0
200,kg_cotton,0.0
200,m² land,0.0
200,kWh energy,167500.0
201,m3_wood,0.0
201,kg_cotton,0.0
201,m² land,0.0
201,kWh energy,189000.0
202,m3_wood,0.0
202,kg_cotton,0.0
202,m² land,0.0
202,kWh energy,195500.0
203,m3_wood,0.0
203,kg_cotton,0.0
203,m² land,0.0
203,kWh energy,197500.0
204,m3_wood,0.0
204,kg_cotton,0.0
204,m² land,0.0
204,kWh energy,220000.0
205,m3_wood,0.0
205,kg_cotton,0.0
205,m² land,0.0
205,kWh energy,220000.0
206,m3_wood,0.0
206,kg_cotton,0.0
206,m² land,0.0
206,kWh energy,224000.0
207,m3_wood,0.0
207,kg_cotton,0.0
207,m² land,0.0
207,kWh energy,235000.0
208,m3_wood,0.0
208,kg_cotton,0.0
208,m² land,0.0
208,kWh energy,250500.0
209,m3_wood,0.0
209,kg_cotton,0.0
209,m² land,0.0
209,kWh energy,244500.0
210,m3_wood,0.0
210,kg_cotton,0.0
210,m² land,0.0
210,kWh energy,258000.0
211,m3_wood,0.0
211,kg_cotton,0.0
211,m² land,0.0
211,kWh energy,263000.0
212,m3_wood,0.0
212,kg_cotton,0.0
212,m² land,0.0
212,kWh energy,259500.0
213,m3_wood,0.0
213,kg_cotton,0.0
213,m² land,0.0
213,kWh energy,254000.0
214,m3_wood,0.0
214,kg_cotton,0.0
214,m² land,0.0
214,kWh energy,235000.0
215,m3_wood,0.0
215,kg_cotton,0.0
215,m² land,0.0
215,kWh energy,255500.0
216,m3_wood,0.0
216,kg_cotton,0.0
216,m² land,0.0
216,kWh energy,237000.0
217,m3_wood,0.0
217,kg_cotton,0.0
217,m² land,0.0
217,kWh energy,227000.0
218,m3_wood,0.0
218,kg_cotton,0.0
218,m² land,0.0
218,kWh energy,211000.0
219,m3_wood,0.0
219,kg_cotton,0.0
219,m² land,0.0
219,kWh energy,198500.0
220,m3_wood,0.0
220,kg_cotton,0.0
220,m² land,0.0
220,kWh energy,194000.0
221,m3_wood,0.0
221,kg_cotton,0.0
221,m² land,0.0
221,kWh energy,184500.0
222,m3_wood,0.0
222,kg_cotton,0.0
222,m² land,0.0
222,kWh energy,184500.0
223,m3_wood,0.0
223,kg_cotton,0.0
223,m² land,0.0
223,kWh energy,176500.0
224,m3_wood,0.0
224,kg_cotton,0.0
224,m² land,0.0
224,kWh energy,176500.0
225,m3_wood,0.0
225,kg_cotton,0.0
225,m² land,0.0
225,kWh energy,171500.0
226,m3_wood,0.0
226,kg_cotton,0.0
226,m² land,0.0
226,kWh energy,169000.0
227,m3_wood,0.0
227,kg_cotton,0.0
227,m² land,0.0
227,kWh energy,172500.0
228,m3_wood,0.0
228,kg_cotton,0.0
228,m² land,0.0
228,kWh energy,184500.0
229,m3_wood,0.0
229,kg_cotton,0.0
229,m² land,0.0
229,kWh energy,194000.0
230,m3_wood,0.0
230,kg_cotton,0.0
230,m² land,0.0
230,kWh energy,177500.0
231,m3_wood,0.0
231,kg_cotton,0.0
231,m² land,0.0
231,kWh energy,185000.0
232,m3_wood,0.0
232,kg_cotton,0.0
232,m² land,0.0
232,kWh energy,197500.0
233,m3_wood,0.0
233,kg_cotton,0.0
233,m² land,0.0
233,kWh energy,205500.0
234,m3_wood,0.0
234,kg_cotton,0.0
234,m² land,0.0
234,kWh energy,232500.0
235,m3_wood,0.0
235,kg_cotton,0.0
235,m² land,0.0
235,kWh energy,226500.0
236,m3_wood,0.0
236,kg_cotton,0.0
236,m² land,0.0
236,kWh energy,226000.0
237,m3_wood,0.0
237,kg_cotton,0.0
237,m² land,0.0
